store_nbr,product_nbr,tickets,sales,quantity_dimless
1,290375,306,1007356,308
9,939493,30,227445,43
6,304811,113,329795,118
7,682301,622,3268477,639
7,11268,73,64260,90
15,551912,66,174639,71
3,903237,60,144350,88
5,621005,182,446250,204
3,901883,169,469210,186
11,868510,5,21010,5
9,593091,216,693252,250
15,574202,36,20376,50
15,124370,169,617141,189
17,304869,305,282238,533
6,22051,29,106979,33
10,629402,217,649456,335
7,844469,384,178817,470
11,266084,94,526176,112
3,913434,344,732208,1017
11,630217,578,1074696,644
9,328566,29,38544,34
2,283601,441,639381,475
9,297003,265,182704,390
9,961023,18,107476,18
16,985373,20,126557,20
9,968384,46,39104,47
0,743666,116,202469,135
9,971794,155,190891,169
5,895479,38,48280,41
2,703106,153,188834,188
5,962269,43,74948,40
13,848802,126,610934,133
16,901236,345,248256,654
3,854537,2162,1636579,2666
7,838032,1064,893225,1621
6,1001884,5,70546,5
0,961299,16,53648,16
14,2831,112,97444,174
4,504178,731,546970,917
15,730655,443,391900,535
14,739499,9,12600,15
4,290945,29,50060,30
1,883672,7,6656,8
10,597146,110,450015,118
3,1008213,32,80776,46
3,344005,2528,7904619,3272
15,883922,160,192345,185
3,359491,93,100438,102
4,866798,12,25212,12
1,748954,830,810216,961
15,282857,13,8796,13
0,877016,80,58660,85
9,431836,57,62111,68
13,296943,198,54033,338
7,769449,604,590720,772
7,634239,11,22088,11
0,945409,38,65528,41
8,664456,4,5755,5
19,11360,217,246524,238
15,3821,3312,5755298,3542
10,895451,23,23142,29
4,310429,39,147147,39
2,660331,38,95494,38
0,925431,8,37737,9
19,829092,384,603330,414
15,475108,1226,1578931,1446
13,984951,186,413562,195
0,580352,20,91621,22
13,1002092,3,2656,4
0,915523,266,202702,308
19,760960,36,61941,36
9,737975,35,81072,35
17,884172,38,117159,39
5,924729,22,91561,25
3,676827,7,20920,15
13,817337,375,679243,389
17,2805,302,258914,328
10,722727,94,284657,97
4,290931,185,240989,191
5,565233,710,1645647,859
0,2819,2908,2340190,4402
17,964692,214,108294,366
11,940577,2,8152,2
17,299329,39,35693,50
2,1001900,20,220412,27
10,298905,141,179896,149
19,802336,69,392280,70
4,869823,101,257841,129
11,746391,748,848416,819
4,904095,89,77552,92
0,490316,29,128088,42
2,887653,14,50628,16
0,270586,681,792361,792
13,272824,367,3280172,467
18,5361,1033,1272602,1123
10,4091,1293,1246386,2004
11,296579,175,107563,233
10,902415,821,729313,703
11,833519,2565,2216187,3470
6,659113,11,21684,12
15,666125,176,595632,180
6,5925,1346,1882042,1751
4,642755,34,56129,36
13,290413,4,5880,7
5,260362,82,68616,135
14,972759,12,9576,12
9,993157,124,284993,181
12,963096,396,504840,601
2,287557,163,116782,164
3,917072,187,441870,236
3,330634,3120,2661596,3582
3,995432,235,1369524,243
4,721,113,309878,119
9,979506,273,278102,324
5,296403,334,229877,415
6,640545,580,1025453,620
2,906096,34,35668,34
12,311471,81,536682,100
4,883672,60,53198,64
16,275034,48,81806,50
9,738290,551,591281,736
10,298883,25,47989,25
4,284553,43,80892,51
5,965521,31,48060,31
2,921025,7,17316,9
0,280617,23,62951,25
16,2293,660,1693416,804
11,317837,34,86305,37
11,738378,25,38903,28
8,602403,41,97745,64
3,488201,381,2067934,410
0,1359,40,360236,41
0,852924,390,3081711,436
19,7893,8,3360,8
9,314611,700,775883,813
0,953,701,709421,728
11,1069851,111,138592,166
9,297443,140,222277,150
0,895059,2,21832,2
8,917152,12,37719,12
10,887468,182,487881,254
7,976035,54,159383,55
16,939744,444,320355,459
0,970436,33,235432,36
13,2975,4732,2335396,7797
9,698878,22,27776,22
16,5475,558,343117,878
0,906604,49,94378,60
19,282745,69,65992,72
13,1219,286,439325,299
5,871637,20,139833,20
6,851018,60,49720,60
5,960887,19,17640,21
16,531427,3438,4848183,3571
3,321917,397,1562527,433
0,288007,253,170479,257
5,741493,81,118156,109
5,898410,262,396760,237
9,4521,130,355132,115
19,998029,122,110880,132
5,292207,1091,2974688,1128
9,329476,1559,1813572,1684
13,1001972,29,38051,36
16,936659,937,825953,1558
3,584290,125,285166,179
16,1017836,12,46284,12
17,883280,105,66946,68
3,370150,50,41140,55
17,1857,51,29694,60
15,323770,59,263956,59
4,643523,725,833478,1025
15,819275,33,191959,43
0,641614,602,717077,663
15,349963,53,149027,53
11,561964,8,6061,9
4,500651,1567,1527798,1744
17,334984,1998,1816439,2144
4,4559,1486,1375293,1540
13,767059,68,130540,73
9,855485,11,171350,11
19,568453,292,737170,402
10,802310,217,397253,232
15,954684,96,423242,101
2,2123,1771,1195370,1607
8,640545,18,30096,18
15,851828,13,21460,18
6,608706,210,133634,347
3,824746,841,871858,879
0,306143,142,263751,132
10,387724,1659,6791195,2112
10,706715,5,11300,5
5,729007,157,370560,203
10,859860,45,83120,48
19,4591,563,971041,608
11,1005973,239,1204990,260
11,5765,920,1146372,1128
0,991809,450,1560770,471
3,137,709,774074,893
3,907846,89,149944,94
0,487204,114,145910,124
6,962193,260,480876,277
4,953873,106,119398,123
11,289071,1007,1029177,1332
17,810460,17,90337,19
8,295969,2,1596,2
11,958809,121,655137,129
2,895455,12,20064,12
2,941534,12,58130,18
17,5679,1134,1688261,1151
5,262046,17,3890,25
0,333675,29,48488,29
13,957406,16,14976,18
2,668995,33,180526,33
3,296403,557,438096,758
11,886517,138,150195,158
6,941125,40,38489,46
17,630890,25,52836,32
11,279201,444,593959,529
2,5681,751,587529,760
18,300405,436,343266,612
3,671535,747,911948,988
4,5355,1800,2463184,2497
6,618703,61,160795,67
0,770820,593,847205,616
4,770592,348,928814,356
11,1487,188,1164285,198
3,861260,392,629134,587
10,1008441,30,68492,38
11,4181,189,191658,271
10,1959,2168,2504628,2283
14,749268,136,236092,151
16,704681,1228,1290815,1376
9,656710,1327,1540088,1595
2,283911,245,167436,416
5,10722,716,790935,884
15,371665,15,19206,18
4,955827,28,86156,28
9,11364,132,212414,135
4,279717,1220,1244944,1356
9,643047,252,306328,258
0,843655,2765,755386,2724
6,932947,663,1087002,724
2,866714,362,246096,476
13,915900,27,59824,40
17,287285,1819,1302138,3230
3,6103,144,265033,154
16,281359,93,208968,132
11,910161,115,116588,130
11,298913,434,246433,535
16,286117,57,167748,61
10,992465,104,438004,107
4,870759,1490,1854263,2087
4,748896,937,1980589,1004
0,919993,10,27702,15
6,940808,653,617319,774
4,870745,230,595902,234
9,955232,113,108352,128
5,300293,59,241047,59
7,713255,29,74720,32
0,968760,3,27705,3
9,972775,167,201768,182
11,843679,29,31436,29
18,283923,148,116457,184
2,818271,147,599077,157
16,672690,2,8404,2
9,980999,93,197296,118
10,860022,81,100880,101
9,889797,1,588,1
15,688745,10,12520,10
4,937924,270,58770,350
10,980915,5,62143,6
16,823950,7,35244,7
14,3035,398,351881,491
15,665785,314,424433,345
4,957422,45,39536,50
3,292761,300,938490,353
17,940115,9,22600,10
16,728389,425,577846,467
11,269822,42,39087,47
17,321367,133,137935,141
4,957450,63,54037,65
6,985243,26,129115,35
8,591352,2,4118,2
11,738364,137,243510,167
4,628460,89,78916,90
5,671247,10,65510,10
5,292947,187,371868,191
0,2227,5992,5681062,7079
0,855511,30,251850,30
3,933357,46,109220,47
14,599800,2,1178,2
0,704675,121,526014,122
1,469034,16,21632,13
10,830028,108,269043,115
14,2307,1703,1824330,1953
2,6411,748,1524347,764
11,533893,9,6187,9
3,355213,492,1943067,521
4,450629,68,61568,74
2,867046,262,531802,345
1,387726,244,875620,258
16,1016137,1,4193,1
9,538212,486,1282681,574
8,319835,18,87570,18
0,910234,6449,4517420,6155
13,866804,5,14665,5
11,277866,31,37500,39
14,3985,549,274090,647
12,999595,512,519580,581
14,11425,460,317117,472
3,941566,403,1799619,433
15,997889,91,128470,76
11,889643,279,349961,289
11,298339,379,676581,532
9,6151,16,17244,18
10,660709,14,33527,14
12,299617,11,6592,16
0,296103,1289,458127,1997
10,755179,349,229289,672
16,2933,3321,961314,5873
2,282895,110,420719,111
13,477010,7,3596,19
0,299405,304,198786,475
7,903877,88,169789,94
2,941170,116,97816,121
17,983502,13,113799,14
5,740632,108,1651109,108
9,617435,205,396667,256
2,3107,4214,5296964,5898
15,666949,149,327701,180
0,290013,1932,2011487,2083
11,286401,1649,1179343,1487
6,300507,80,71580,90
6,962263,329,1350805,486
13,930676,601,647617,684
3,377892,1881,3980769,2244
9,294943,24,87847,26
0,435867,18,32338,23
11,591342,258,563215,339
9,3937,631,529470,821
6,830541,53,40246,49
15,972084,163,319292,211
2,6113,585,2126292,646
11,403450,3,7839,3
13,957450,66,59072,71
10,909607,40,66230,75
15,768559,71,79000,79
5,917398,8,15129,9
0,739,620,902765,802
13,290255,143,358904,179
4,690932,93,62227,72
16,295329,160,642658,261
1,283035,41,160741,41
2,871831,5,21010,5
3,953073,155,490830,215
5,3459,785,345430,1190
3,663282,309,336625,354
2,752026,25,60516,36
10,888889,70,221534,91
13,322497,271,1467438,274
15,298965,2070,3499948,2250
6,920555,6,12582,6
13,965367,100,236604,101
16,968572,109,144079,119
4,968061,107,136927,110
6,1008293,7,31192,8
9,412156,82,252350,87
0,299081,195,410709,228
12,268306,90,316093,152
2,289669,18,21091,24
15,310439,51,50481,53
6,859854,639,393776,1109
15,916042,1020,1250960,1490
16,409161,8,44976,8
0,940716,175,58077,321
6,854176,23,60012,24
4,428064,14,13312,16
16,318649,21,83346,22
6,269250,433,767660,501
2,960508,12,18048,12
11,293933,5132,4644428,4401
2,624287,88,164279,89
10,702275,73,632365,107
4,830280,198,273988,211
10,478901,16,41276,17
13,409139,12,57372,12
10,909599,24,24078,29
16,806634,407,387240,461
4,915154,47,119792,58
9,1437,54,328877,48
15,688735,42,62160,42
0,640333,55,178184,77
15,967677,11,30156,12
8,280899,19,23900,27
9,810478,20,97391,20
0,2989,7141,6716175,10928
9,469974,1030,2520762,1229
0,941910,10,65245,10
6,996457,185,276918,307
11,761240,34,44904,36
0,957895,15,75510,15
11,269448,84,92218,96
5,321723,7,5040,12
6,289905,38,149431,42
2,290963,526,893722,580
13,835549,263,433693,381
12,903827,31,21609,36
16,968063,184,234999,192
0,939839,14,69881,14
2,836693,726,428534,1267
13,703522,744,1310866,816
8,915850,10,11293,13
2,886120,6,6960,6
13,269690,44,159807,81
3,329524,2551,8040872,2595
17,851196,158,480698,168
10,942081,25,31920,38
15,771276,763,2292292,898
8,409894,2,8386,2
16,883484,30,103951,34
17,916654,3627,3657847,5863
11,887412,6,45330,6
9,990216,2503,10689073,3250
4,965403,181,286522,290
3,5291,100,49028,119
5,292439,510,1178486,574
4,955490,29,159343,33
16,260380,135,128437,112
5,297359,381,628214,535
18,2111,722,478947,804
6,608302,385,458798,432
9,1008241,27,92927,28
9,838304,373,418904,406
11,589768,221,502851,277
11,266920,48,41374,55
17,543207,604,1286730,624
0,591024,239,165683,200
0,960981,220,157317,311
13,441386,361,567920,378
3,970586,153,433284,188
13,936681,2816,3004905,3579
10,811934,90,1630686,97
13,996185,32,26180,35
13,299197,23,95297,32
2,920795,379,180352,503
15,884595,178,403378,189
2,832273,2,1149,1
7,861843,57,96415,70
5,688751,26,36356,32
6,326584,8,19462,9
10,968550,1199,1304256,1482
5,1671,78,56589,81
2,329594,22,56182,22
11,4509,185,470661,270
2,859666,53,132741,40
7,415182,152,164838,160
6,860288,40,48068,50
6,962211,125,277468,163
5,696451,577,724211,967
15,489536,108,44564,189
13,312665,10,21377,11
14,810392,90,148414,98
4,722647,58,73648,71
6,870253,14,86909,18
5,878912,131,102920,155
17,956091,592,819757,685
15,883290,65,59334,69
11,1014784,1226,1492532,1780
10,874126,468,1050581,473
10,874120,176,510760,226
19,325702,334,342000,342
0,869835,134,318116,171
2,3429,877,463204,1081
0,823044,4482,8716613,4880
3,11553,15,11846,24
0,593095,283,843066,306
18,940119,479,149303,539
13,259242,2291,2201714,2184
15,758485,183,720856,187
5,962299,121,184554,132
10,2335,157,318151,287
14,602265,377,1239146,452
10,544770,123,384196,135
9,298977,118,62030,137
0,623035,141,194917,149
13,891584,123,123363,226
2,993383,86,182993,93
5,533805,234,259908,244
3,821734,111,283332,125
5,280375,228,244134,308
10,958207,6,31544,6
7,5187,1033,1682029,1073
7,266522,215,332066,221
4,295399,385,1727060,388
17,701533,11,47964,12
2,772713,20,48573,21
10,11573,695,2383456,888
13,824734,55,78579,72
10,530962,952,363970,1352
17,886161,284,406202,325
15,923579,8,64232,8
0,958869,138,479277,143
13,849874,394,460474,546
0,823802,3265,4079279,3579
6,771316,165,228127,271
0,937470,167,349339,174
15,917172,2112,2653666,2315
17,3943,1634,2822992,2003
8,851106,12,11968,16
8,958915,52,60480,72
2,561922,25,42681,22
5,875660,99,283586,106
13,323766,4522,2251017,4835
0,626974,28,279851,31
4,135454,68,97804,70
6,770830,1142,1563297,1376
6,5591,411,2351424,777
17,290937,800,981047,862
4,485952,315,636009,371
4,630066,55,162675,69
10,281049,1518,1700475,1590
14,689308,198,377976,192
0,952427,23,141852,24
15,624287,71,144341,72
17,961671,268,359189,307
3,854144,110,156948,121
14,963469,540,398235,630
3,959796,1646,1531969,1795
9,866112,12,43356,20
11,5581,3387,3582941,4402
5,622095,1620,1762380,2119
17,706599,92,177262,103
13,281077,22,45773,23
10,923629,105,217964,121
0,801388,1584,1783947,1703
5,848802,102,494199,106
16,849874,159,161280,192
6,804101,879,670112,1169
6,940497,717,1412565,744
3,5375,3773,1740320,5678
0,951669,15,151991,16
5,503712,60,249336,69
6,747914,189,291427,272
17,961711,3,5268,3
10,814292,4,9902,4
3,877627,181,2266411,186
5,746072,2869,4503357,4194
6,333921,1226,2157144,1408
5,825988,268,267122,287
2,891612,3073,5229793,3457
18,3055,200,884254,222
4,312685,766,919022,791
3,287381,344,465302,381
7,681161,715,1021355,736
1,113300,29,31436,29
14,559982,185,276506,197
0,929214,11,36876,12
17,996692,36,117684,36
3,768125,159,116151,161
17,857081,45,33404,58
15,704418,4,16772,4
15,297391,40,79736,47
10,308727,78,75665,91
8,661363,8,20064,8
10,882221,313,307565,385
2,624377,2,8386,2
2,319837,1,5957,1
15,296909,482,81446,602
17,859626,100,192191,112
1,2765,1235,1962367,1308
2,325694,1643,1083324,1702
10,814286,4,10052,4
4,957472,95,78536,101
9,967466,164,192650,277
3,636407,1367,3197465,1893
0,879000,716,1002127,902
2,490318,117,926958,183
5,330450,75,206998,84
0,917494,53,157277,63
5,1018727,462,4988900,508
5,286069,292,912948,327
12,884376,476,439239,622
6,849744,1,832,1
14,956165,17,24190,17
16,930926,10,20064,12
16,990318,17,30096,23
13,320585,8,18346,9
4,958383,966,648377,1062
17,1013006,826,716918,933
3,750352,1026,2176446,1165
0,387726,362,1209373,385
6,763336,148,123093,166
16,868686,18,51449,18
15,908367,15,17472,21
6,295039,12,16907,16
2,872087,284,172979,432
15,745401,959,469113,1060
9,598052,234,246750,287
17,984472,25,86425,40
2,989704,7,21799,7
2,953073,97,257165,117
5,877226,1,872,1
14,983198,1136,1088534,1295
4,311471,50,340670,65
16,666153,1471,1553705,1744
9,845397,312,273234,366
6,760382,23,180299,43
3,890784,67,259689,69
5,490990,67,96824,78
3,287591,246,461343,247
18,3401,102,66336,144
0,318847,509,657869,724
3,688535,2,22807,2
6,698741,18,41432,20
10,994032,2,21832,2
9,829794,210,100570,329
15,922745,480,1001483,666
15,932585,1,840,1
0,924627,30,589622,34
17,4031,397,610217,437
16,828893,933,7468241,1037
0,258954,2014,4975334,2257
3,757418,509,1190475,511
5,962972,396,434494,405
3,615082,428,1157019,484
15,940497,473,866223,480
5,298487,2157,1578315,3202
2,981107,25,359444,26
9,347803,40,99831,43
18,831978,191,667843,210
3,966014,47,652331,67
6,748956,795,914947,921
15,289597,240,735809,242
2,914895,297,871409,400
13,499464,9,112112,9
10,645081,369,398219,297
15,926507,22,55136,22
5,685498,63,42798,104
8,3899,23,55136,32
6,10172,128,305931,141
9,822778,2,7042,2
6,940209,109,100257,129
0,909184,1023,2474879,1109
11,266906,85,54962,160
10,739515,81,197751,99
10,738378,44,68552,47
13,625002,3,15764,4
18,1387,127,349737,131
13,935418,59,175930,63
3,1015053,1686,1654553,1974
11,950605,140,468778,138
5,300273,143,609511,144
0,822098,475,454463,656
3,428404,578,706661,585
16,425944,122,483644,124
9,352403,43,32900,44
9,1001790,17,15666,21
17,762366,12,21068,11
10,888082,14,136038,14
13,276916,1031,1824972,1131
11,589792,1549,897349,1800
9,919,46,123137,49
2,694170,60,191573,61
10,195,22,268956,36
2,934321,30,29120,35
5,913738,12,13433,13
9,725173,893,4178717,1047
15,291831,299,456177,312
2,972278,265,207322,271
0,617893,141,459350,145
3,290171,772,531535,874
16,745476,56,64675,68
2,802582,10,39461,11
17,310101,304,643475,317
0,955839,43,139173,45
3,848810,9,46640,10
1,292441,325,1334559,357
16,1016143,3,8792,4
1,958523,69,61568,74
1,21115,24,11308,28
8,5367,9,13008,12
13,578926,347,1404077,399
12,821335,14,24366,14
8,327378,163,184691,176
2,1016357,9,11760,14
8,579989,7,7945,7
10,958381,1082,972094,1114
15,351459,34,99829,35
11,968754,4,36940,4
2,993848,11,19243,11
9,3079,495,1713320,587
4,854134,4,37930,5
13,768253,2,4824,2
12,291629,757,847766,1086
6,537418,542,817070,617
13,12333,278,470358,384
1,520941,74,73871,90
15,647624,1157,1279846,1406
8,980527,3,3906,3
11,769716,68,95718,84
0,995430,183,1129799,198
0,1042843,4686,6325453,6829
6,912945,425,3210683,510
4,833795,57,71920,61
4,283857,35,96775,35
5,645666,74,55068,80
3,997662,46,64788,51
10,359541,149,149072,161
3,905846,292,299540,343
17,1008293,10,47208,12
11,7801,273,571799,284
13,736869,96,49247,120
4,303055,309,417795,321
0,543775,697,1340270,746
15,818267,186,237529,207
9,882393,179,259479,206
10,326172,2019,1436823,2431
7,825036,283,172759,267
8,844129,2,8152,2
9,287557,276,212496,295
4,962846,775,733997,819
19,829788,224,90221,243
10,967617,231,378713,267
0,698306,154,137710,164
3,718067,109,512403,141
5,913856,962,1820386,1213
6,732501,37,218204,37
17,747,230,143914,235
3,941091,394,364374,438
8,299119,2,7378,2
8,916884,17,37270,17
5,953519,74,112783,88
8,298385,4,5250,5
3,538370,52,151318,59
5,896754,7,39888,8
8,11124,29,26880,32
0,963758,94,329001,115
17,835700,57,160286,58
13,268306,150,580472,141
18,5411,374,145143,566
10,820211,262,927394,275
16,493884,99,135408,104
9,983378,152,922762,181
3,5457,844,771606,1045
2,821732,38,94976,45
9,851794,1204,1517227,1565
2,894740,69,277055,71
0,948937,23,62825,25
15,544486,374,677178,389
8,282211,9,21944,7
14,932923,12,17712,12
6,746395,429,467348,468
18,4223,683,817907,698
10,603723,8478,131252178,10202
2,383884,38,28848,48
16,293647,450,6791143,463
6,966245,9,18536,11
6,440300,38,40344,61
0,1003213,15,48433,17
2,318567,4,24840,4
0,140116,263,288503,324
16,490288,154,196275,177
2,944819,280,501780,281
10,304289,1579,8658187,2129
7,937414,115,67562,160
3,394976,24474,32000304,36907
17,1009995,4,23496,4
2,781742,1,1084,1
17,1015310,1003,970307,1145
6,490288,425,606599,608
5,771176,142,161231,164
0,269756,953,1424714,1209
15,867044,168,466258,179
10,774169,198,211240,267
5,938304,5,46204,5
16,657053,23,39712,34
2,1012998,17,24048,18
13,441880,88,98578,91
0,2071,4017,7319718,4540
15,287787,276,187153,426
6,688747,29,37485,30
6,312635,2163,2741556,3371
0,293429,939,1611997,965
14,2499,93,50778,93
10,270906,113,756434,126
11,701733,1468,5327293,1738
11,291017,77,270344,79
5,999231,578,618601,653
3,328378,898,1420299,1024
0,913624,121,138734,131
3,751916,455,544669,478
13,998760,29,87990,30
2,471036,4,31067,4
9,917574,94,414519,99
6,649990,6,63003,6
6,514438,17,9880,25
11,2157,1837,976072,1690
0,970174,24,22050,25
10,10652,42,88875,45
13,914769,2,6706,2
6,750356,451,609976,518
5,292471,267,737092,280
15,848810,2,9730,2
4,979462,13,60312,24
5,323558,23,28435,26
8,12325,11,10962,14
17,284409,69,55266,69
8,2809,10,7810,10
13,619739,532,382904,811
9,859274,9,54540,10
11,348753,591,1603637,698
14,937920,309,139830,354
6,5859,424,608079,484
6,886525,1079,1858467,1569
13,319199,88,159405,102
13,957132,118,235359,193
4,533815,81,137104,82
3,992753,26,46615,28
2,309053,113,264369,117
5,691226,299,3118081,436
5,822482,86,1359672,104
4,905437,24,50420,24
16,335598,828,1326107,905
13,268878,529,332379,826
10,478220,170,1317100,170
2,806218,2239,1648213,3061
9,298911,340,616828,403
10,328494,99,296375,113
4,968736,4,20136,4
3,1036503,190,232361,175
16,282361,61,85206,61
15,745,607,464114,656
10,10650,418,196723,478
10,933105,56,142293,61
10,299715,24,118133,38
0,836081,1,3353,1
6,821313,117,215864,141
0,941087,310,373980,345
6,321043,523,2622044,541
4,298219,156,339024,162
10,283601,359,598440,438
9,649300,32,132868,45
15,983796,13,25773,13
10,596837,781,852201,1025
15,329522,766,1128045,919
0,963447,189,377379,216
10,884727,54,144125,57
10,2603,610,612911,711
16,755173,4,9376,4
3,993345,35,58520,35
2,925603,832,216783,1391
13,413067,247,538881,310
0,327010,2524,1654651,2763
12,935244,77,100160,80
13,965417,87,228683,91
16,7393,437,921143,501
13,934359,105,616925,106
3,586393,33,189040,36
15,289527,110,105840,120
5,707553,1090,600644,1360
8,991637,4,13021,4
0,766727,8,8167,10
1,5623,738,418582,886
10,774165,93,182731,118
0,281383,51,47800,52
11,854347,129,502357,168
11,1161,503,1643879,689
13,5273,2162,2479302,2729
3,1015051,4073,4135820,4928
2,294909,224,501887,230
13,961091,587,768013,802
8,830346,6,21126,6
16,866502,58,50400,60
14,959808,14,17528,14
3,1004346,128,236687,145
13,308629,119,483520,122
13,991863,4,20144,4
10,1011411,50,62071,54
8,325276,58,27510,62
5,963662,28,97237,29
0,415124,74,48542,98
2,830727,410,2691348,439
17,308479,621,423171,653
6,1000849,9,27153,9
3,333793,122,770735,129
15,548260,6,15579,6
3,595913,393,653837,490
9,296001,377,352696,384
0,939517,503,98841,655
5,355,164,417740,176
16,3963,1890,1186858,2505
3,817329,216,381911,216
6,916122,151,500091,178
11,882485,198,516505,325
17,718211,156,195185,177
11,966459,17,26538,20
16,966022,12,53199,12
9,986689,17,50340,17
0,285107,272,337839,304
3,285829,74,282525,78
16,677817,98,142296,103
0,333889,311,334599,396
10,918349,125,538258,186
5,634400,119,272126,136
9,296533,244,161017,349
3,915382,396,749991,506
0,950659,113,339255,135
0,384442,438,3584947,520
9,959940,10,73952,12
2,888614,453,1560021,499
7,3737,101,433358,122
4,683237,17,43568,17
12,287809,41,93115,41
19,576398,39,385554,56
17,771104,30,87150,30
3,825683,1159,854295,1472
8,960006,2,672,2
17,296873,75,138012,106
15,940587,3,13412,4
13,486513,559,1326062,583
15,5243,371,438195,408
9,930680,193,186235,259
17,715200,25,71205,29
15,514844,1,8395,1
3,964844,428,452558,544
6,847310,11,231840,11
5,920787,1180,1136186,1386
3,299877,1810,3117394,2399
5,296673,170,358569,196
16,583750,5753,3339328,7845
6,920959,196,822922,290
16,895191,151,363371,152
15,661363,305,569358,393
3,478601,89,246445,95
3,28743,2399,2774630,2924
2,993015,44,47344,46
16,284121,2628,2113076,3193
10,993236,33,113887,36
15,958727,380,543665,513
3,828897,599,1609451,641
5,914317,187,171232,264
5,996710,304,2031828,308
13,1010009,2,8386,2
6,599800,29,19979,35
5,802286,281,661417,289
4,641987,339,334664,349
12,955815,88,276158,90
17,280695,118,202352,125
8,924837,4,7696,4
16,338063,58,210188,59
0,722213,189,2242580,229
16,774540,2,5698,2
2,593091,197,644783,234
7,410816,339,794394,401
15,628210,527,747452,699
17,298109,230,134735,480
9,593591,1542,727575,2174
17,291935,3366,3323196,3565
4,296681,28,70364,28
10,574074,7,58938,12
6,432700,60,63094,69
10,937920,1082,602089,1528
13,999601,166,432228,213
11,286979,43,460396,36
4,995538,3,6208,3
3,848740,11,26723,11
0,296721,1331,1007171,1780
13,868799,848,2342172,962
10,886151,30,29120,35
0,500669,1593,1831247,1918
18,3139,311,897184,326
7,944969,17,123393,17
10,859652,377,707177,396
13,903937,65,207333,68
4,518271,201,201342,208
1,528984,442,619183,474
6,917554,53,115540,64
3,382552,93,161487,98
15,5455,109,235443,127
2,313071,378,475092,428
6,876064,33,116448,40
10,333347,413,762578,483
4,965387,265,270528,295
9,577000,199,190930,229
18,713273,28,59339,29
11,955849,133,292007,149
6,287733,47,27318,86
1,958529,78,67392,81
11,4299,164,153468,179
17,961641,546,555979,639
2,834093,23,198575,24
6,739639,115,110456,133
3,649284,88,319272,93
10,963320,6,15120,7
16,965343,50,224612,54
1,296369,359,470117,405
0,913221,2,3344,2
0,948467,19,66273,19
0,327378,613,482059,692
4,903871,1,3352,1
11,915854,816,1025882,1142
10,284957,802,2372970,976
6,905409,149,357689,209
6,298903,1244,1227354,1721
9,4307,23,17966,20
10,289663,117,449961,128
2,737858,108,1020204,151
8,1013006,21,14452,23
12,304851,569,528424,890
16,327842,4,5680,4
17,861170,44,87445,48
11,823950,86,449507,86
7,308617,72,92262,73
17,437399,943,1381777,998
2,991855,2921,3450196,3224
5,160598,2,6706,2
5,302975,66,211219,72
10,567182,89,600536,91
0,834095,14,115451,14
13,819211,509,520755,527
5,654046,89,195754,95
11,260710,2907,2668822,3593
6,937414,318,174291,428
6,2153,2933,3756243,4085
15,829878,9,11952,9
9,295093,1122,938196,1128
0,881305,351,532775,383
19,999480,160,221053,180
5,981697,87,107328,129
9,927627,444,338383,639
15,830125,202,430532,267
6,963482,462,482838,576
10,962069,13,21880,16
14,6187,31,50402,33
3,971868,320,348488,349
16,274176,61,291851,64
19,259846,1071,747107,1506
5,935008,72,54508,80
18,998312,190,198443,170
0,718207,173,217112,201
16,982191,94,69720,105
9,264500,19,16512,21
6,5401,1234,519092,2220
10,276988,348,1490223,585
13,290493,19,138742,20
13,509612,94,140148,105
15,496727,6,29694,6
13,992011,212,353125,194
10,829742,115,80483,163
13,922957,19,42247,19
17,834065,805,1265570,937
16,832106,1203,595900,1351
2,906604,77,159905,104
10,336862,1587,2312255,1937
1,299641,8,3114,8
9,816752,9,34713,9
3,487865,1143,1894351,1161
8,295139,11,10896,12
16,940572,607,1173184,642
0,938816,46,406408,47
14,645562,36,33121,43
15,973352,44,40320,48
0,4579,1730,2808092,1765
4,830286,93,199096,103
16,961721,100,195686,102
10,312637,81,76474,87
0,6663,503,968573,515
3,301653,131,468699,153
3,651653,39,124791,41
0,868298,13,130988,13
6,501579,24,36142,36
1,1047510,914,3805500,954
0,1008319,6,14720,8
6,1005973,535,3083502,720
15,311413,21,306152,24
19,308617,94,116595,99
11,924631,79,111577,105
0,946951,19,45379,19
2,293811,123,150350,125
12,690517,909,1035612,1086
16,746393,624,701392,678
5,10690,2502,2179187,4054
4,12333,309,358616,345
5,597146,124,499155,132
0,983834,170,170520,203
0,1004652,26,30570,30
1,2321,1669,2409404,1939
3,935480,17,50260,20
12,5527,158,451934,160
2,886161,361,523336,418
5,849683,721,2303860,940
11,757174,384,3874306,600
15,861573,40,78128,41
1,282195,10,24497,11
10,1008203,170,258508,172
0,978502,13905,18233338,18026
11,320137,389,1159436,397
14,295703,66,79509,75
0,952203,15,122588,16
6,623109,38,80641,55
11,996833,235,220620,263
9,731673,3,25185,3
5,851924,133,998723,149
10,4017,1692,2322060,2033
11,984480,3,23496,4
10,927635,356,283178,473
15,634241,76,144185,89
0,917214,2873,4528239,3006
11,774538,26,72416,27
16,953893,174,196606,188
6,990234,28,27227,32
9,690934,308,305978,350
17,337008,186,490072,209
11,884176,96,330740,99
2,6487,1358,454338,1778
9,909733,384,435129,412
17,834097,19,152400,19
5,997805,680,703166,829
15,298281,203,421836,217
10,962233,370,485823,396
13,1011969,27,40176,30
9,314879,270,389694,334
