store_nbr,product_nbr,tickets,sales,quantity_dimless
4,843705,681,297800,737
9,300827,438,596943,458
10,429960,3589,3848189,4187
9,649990,3,37791,3
11,2181,1065,1352726,1248
17,661725,20,325412,20
5,486170,942,491775,1069
3,968760,10,91796,10
9,285331,98,301400,108
17,669939,40,106487,41
6,11124,455,399285,522
2,809810,2234,2301213,3100
5,3741,60,124270,78
16,879629,12,8875,11
4,5099,1411,1467508,1613
0,1021055,24,251201,24
11,317777,128,148478,151
13,715200,108,337293,133
3,750686,4732,11343386,6371
15,700575,190,2110031,217
2,7685,1,5622,1
1,926603,45,58064,71
10,914865,4,26856,4
7,304047,1,2428,1
0,491166,67,73024,88
10,926331,20,58645,22
5,853804,185,242039,212
8,982169,25,9512,29
8,330818,62,46797,62
11,329376,133,309347,146
2,299849,92,234900,96
17,880917,1136,803083,1811
5,860055,436,765031,501
0,350305,9,50164,12
4,536764,641,828105,682
10,906758,28,24960,30
16,3051,1067,3936627,1191
3,624893,94,736494,80
18,973552,397,282673,529
4,903937,32,116735,39
2,308479,720,502230,771
13,348055,186,241880,190
0,990234,2,3344,2
16,970572,78,207625,91
1,802530,478,702815,495
0,935012,46,38640,57
7,718313,99,77657,110
7,982209,110,94016,113
1,881734,27,46816,28
6,800772,1607,4743881,2092
7,939258,278,226311,311
6,322411,2050,6958675,2445
13,714426,92,132816,114
13,594031,148,192826,152
6,830929,392,926019,406
13,1017047,136,162120,193
5,926205,10,5040,12
15,1009931,6,19410,6
6,933050,2,2520,2
13,658879,470,1347879,562
4,302525,86,168464,89
13,701367,48830,37164427,52883
11,337579,185,1227136,271
12,1011022,3,2260,3
17,291843,11,40785,12
6,321861,434,2127394,465
4,950463,15,45234,18
12,743238,2,3176,2
3,760968,22,193407,22
0,729669,142,448584,145
3,884054,158,308120,163
13,843675,37,37424,37
11,3457,1355,644920,2232
9,993327,750,2053754,914
4,428366,114,90840,115
6,965375,17,16186,24
10,2707,1514,3198029,1598
6,972910,3,4672,4
6,818269,498,702371,606
13,955827,39,129234,42
12,1385,24,143992,24
13,621009,1465,4045954,1568
13,377892,1820,4004954,2263
18,5399,1003,359497,1377
9,127450,106,66394,142
3,726905,73,146463,73
3,5579,921,1933126,1023
7,476644,2225,1501400,2581
3,922979,42,135605,47
14,1349,74,187253,75
3,290379,12,11760,14
11,688747,103,133497,117
10,906754,40,35729,43
8,8855,7,9352,7
18,597908,67,161779,84
10,7333,332,514465,400
2,688735,85,127812,88
16,843697,928,515500,1031
0,329476,3223,3607979,3341
12,554205,975,1539900,984
4,295889,42,243713,42
13,291859,391,467267,336
6,587642,99,182414,106
5,998758,18,52794,18
9,955873,363,372552,389
11,769726,226,538761,243
9,2549,327,334886,447
13,288511,467,1395309,479
16,5375,1577,733349,2407
15,285107,61,70776,73
10,914791,11,69392,11
6,834605,20,141414,20
5,276192,377,492798,517
3,504176,1230,1044891,1714
13,825233,80,275228,81
6,941880,162,280884,177
17,631224,39,38565,54
16,889949,121,204364,135
3,260548,1046,4181152,1071
6,275904,650,501592,818
13,615130,99,326008,101
17,333793,93,620976,104
1,5241,358,614023,388
0,286069,160,437723,169
3,330660,9377,9485156,10468
6,11511,1292,1708187,1466
10,290643,78,237442,87
17,832255,20,16227,21
17,1014892,93,94848,114
6,602735,9,13972,13
9,985305,20,115450,25
19,983198,1302,1226240,1457
15,642759,25,55640,26
10,432498,149,551227,220
3,965,153,305876,155
10,913856,871,1538527,989
6,731061,104,179285,137
13,996684,70,302278,70
4,291667,474,348051,871
3,1771,210,350383,212
15,624289,35,108535,35
17,755171,131,338039,140
17,917222,782,377052,721
2,344005,798,2409684,941
0,291861,193,885823,236
13,684268,19,12825,25
13,578930,1041,1358163,1120
4,800218,47,69392,52
2,804230,1841,3385808,2025
6,964822,37,66880,40
3,7265,3221,5336327,3361
6,602197,516,2256975,615
13,972771,554,652292,614
2,11366,10,23147,10
11,939849,45,112707,48
0,279601,3204,2237155,3636
9,2941,8317,5934614,10172
10,941534,30,96975,35
5,11439,946,1134135,1065
6,865862,56,74203,58
5,5407,2591,893929,3569
13,299329,1683,1457337,2074
17,909595,277,720779,287
6,1657,718,2396128,766
17,715108,38,68552,41
10,913906,65,211358,70
0,645630,308,245771,303
3,955811,57,185136,60
6,868484,12,28572,12
0,962123,31,34308,37
17,327370,971,1046756,1176
10,5027,302,612615,325
3,850285,24,134380,30
0,918865,4,4604,4
0,588687,273,1443369,281
16,300733,653,741272,663
5,489388,479,453536,727
4,941534,16,75450,26
6,967677,10,27643,11
0,287563,212,256766,221
16,963136,375,336463,484
8,913287,8,18072,9
1,868160,12,83936,12
13,268964,419,263020,639
9,926607,66,112627,73
11,301741,81,167411,83
9,335288,71,678932,73
10,810470,84,463252,97
3,499474,111,1323515,111
2,27091,83,53713,91
18,831080,13,114385,15
3,989696,86,110259,103
6,993015,60,73060,72
11,525218,168,619881,207
5,2643,385,814542,410
6,880443,158,583854,165
13,283293,2,5026,2
0,926881,1,2513,1
18,3463,325,130110,437
3,1000107,33,120839,38
13,706717,72,180488,77
16,811956,12,43457,12
17,883132,62,149514,65
9,859880,411,973753,490
4,291451,421,336869,639
11,659327,52,242506,56
13,909184,722,1960964,844
10,734168,129,302272,132
9,4155,2685,4465082,3011
5,882581,167,217402,216
3,489536,195,77207,337
2,379609,121,134416,124
5,955859,318,382879,345
16,902397,665,571569,961
6,967372,42,46776,50
9,747916,137,163490,152
11,962473,46,160103,48
2,296999,53,40404,74
12,906448,22,30240,36
9,916306,194,108857,337
14,666153,249,250766,286
6,833022,2108,2304938,2738
5,905275,21,33991,26
0,307727,258,61136,728
19,6501,219,333403,226
0,290643,82,240337,91
8,972082,3,8043,3
15,999363,43,147532,44
9,598801,191,453605,195
13,810374,108,64380,111
2,822110,851,1270572,899
9,836720,278,322764,301
6,924089,16,65569,17
16,869,1214,1388202,1272
10,944817,181,1533469,200
0,739320,18,55462,22
4,893062,25,23520,28
4,825028,656,505411,933
2,844673,72,53102,115
16,979480,12,57937,12
9,669937,91,270157,105
9,957462,61,51632,68
17,955528,96,344645,97
15,274176,81,385141,84
5,625490,152,287407,170
11,821734,92,237074,106
15,859838,253,328074,273
15,298161,466,526246,528
13,995675,6,50370,6
3,745806,196,555793,200
15,998308,859,1460000,1451
16,541108,230,1895111,249
6,636329,11,80803,11
6,321795,225,755905,273
1,902389,2654,3314413,2894
13,736395,192,557267,193
5,920589,10,27378,16
6,733838,1522,1516378,1677
13,983512,68,471651,72
5,941954,111,839882,113
5,934355,25,101536,28
0,958449,32,177871,36
16,288761,197,510589,233
9,1008631,141,212335,253
14,1079974,190,133098,268
2,298913,700,377862,806
13,428386,75,64624,79
2,963332,3,5043,3
15,3453,1154,507406,1740
0,411249,177,705504,177
2,5677,2381,6790846,3193
0,279551,7048,5377941,10343
2,312637,30,31594,37
15,369027,123,160860,130
17,666123,391,938973,396
2,378230,30,76195,49
0,943600,7,36136,7
16,814961,224,400991,241
3,861573,77,160964,87
5,1000321,10,25130,10
11,670144,1499,1840999,1710
0,751346,548,209015,706
9,757186,905,2645087,1317
2,956005,1,2521,1
10,698851,443,4856861,665
16,889871,113,107258,140
11,836069,31,211464,36
10,269250,565,1027369,674
15,891818,37,110925,37
2,930678,285,250607,321
9,294119,1056,640714,928
6,728148,122,188133,145
10,426052,142,203594,224
12,135454,11,15032,11
0,573682,1128,998982,1286
5,576832,743,1892393,786
16,995362,9,54590,9
6,7539,1030,2065804,1144
11,1959,3269,3406316,3126
15,996143,22,34502,23
7,464644,224,130761,249
5,996514,16,48560,20
3,706717,79,189864,81
16,2753,817,875836,1073
10,916356,2487,3054091,2878
0,6165,232,263764,247
5,298985,314,744541,320
0,998740,18,34017,19
5,751456,2,3344,2
0,269410,1081,648304,1644
13,830135,280,721005,299
17,941958,83,421928,85
4,1003358,170,245356,173
3,944419,66,307261,71
9,299493,485,467334,574
16,295257,11,114852,11
14,543817,9,26042,10
11,937729,295,537398,313
16,282699,931,921585,1020
13,475190,19,240006,19
0,744155,22,104826,26
4,291989,2563,2590937,2791
2,518277,979,1398802,1044
2,990250,5,45621,5
14,953479,95,167374,101
8,690763,1,6714,1
8,902192,11,10992,12
6,668995,3,16210,3
0,859650,330,522089,335
3,868308,426,6679644,441
10,821732,83,209423,92
9,664598,100,260408,104
11,528310,724,751785,771
9,298873,80,159692,83
19,6561,631,528316,944
18,916774,247,369112,252
10,11534,1128,1761426,1271
9,276868,51,108107,54
9,552200,52,108922,55
16,854375,26,86338,26
15,474714,36,85380,36
6,284245,29,118719,31
3,960463,282,310760,330
0,954562,1,2963,1
6,473810,133,347614,185
16,861877,204,196735,223
2,11122,719,731522,830
16,282345,548,1201205,662
5,883184,537,929905,686
15,865,1173,1798314,1312
2,857040,167,150360,179
9,887176,64,237961,65
17,326984,78,106783,84
13,958727,622,1149974,529
10,949523,51,235319,53
5,691540,60,246987,60
16,757348,2219,2164007,2559
11,844404,97,215299,118
9,588417,49,86044,49
16,830352,80,282129,85
14,916128,5,29370,5
2,960889,9,34713,9
9,533193,10,4942,14
6,290025,323,577748,356
2,5477,842,1080633,978
10,146794,7,10444,7
17,599776,11,21981,11
10,266952,58,96683,59
17,296403,16,9860,17
0,327338,1338,1054730,1602
17,3123,1208,1318012,1221
1,971898,12,16032,12
10,281549,1371,4667136,2100
18,935240,360,1623448,373
19,955815,82,262091,87
15,728146,275,570376,280
0,996680,1891,1944630,2316
16,958915,1342,1664433,1982
11,672704,203,331289,284
15,293021,114,139759,135
3,535064,2,14438,2
11,299697,2,11640,2
4,124394,6,19614,6
0,951537,20,134341,20
0,917444,4,14260,4
4,335,78,147581,93
18,829784,215,111353,349
5,960965,46,89480,57
9,1015014,375,410906,490
10,915156,27,59723,31
9,966989,536,493236,577
5,838032,5053,4657852,8313
6,904609,38,103191,48
9,688753,18,17608,19
10,802284,583,655095,670
13,329594,77,234599,85
9,289461,75,167530,79
16,2765,5420,9017222,5960
11,875658,23,63239,24
11,917645,361,1033246,363
15,968039,5,42831,5
4,829784,445,236530,725
5,924897,13,61040,13
0,959798,206,195720,221
13,884474,846,240936,1389
13,920511,9,43642,9
10,470646,63,254645,69
3,3015,10036,6441419,12502
5,10234,108,91227,124
18,965226,6,22638,6
3,292299,652,654415,871
5,586749,117,160856,138
17,4539,259,686951,278
5,870929,19,138288,19
14,886515,258,292994,296
13,731061,180,278948,206
15,561964,249,126622,403
13,1008501,4,4200,5
9,880913,30,20710,31
0,941958,21,101664,21
16,890435,22,19366,27
12,7323,1229,845505,1287
6,943622,6,30669,8
18,1455,10,36529,13
0,849296,1003,971178,1127
6,887825,723,968740,964
3,589792,3765,2226249,4525
15,4503,951,2634812,1347
16,963644,21,57799,23
12,997611,12,34946,16
1,971890,206,337320,207
13,621005,71,161564,74
4,907974,7,9904,11
2,887845,119,123949,228
9,888897,81,290511,102
15,417236,34,87053,39
15,309795,90,433251,91
9,6191,559,479689,923
14,284353,65,47410,103
10,279015,18,182258,22
12,987173,267,246738,330
4,314221,482,747579,511
6,990334,16,11232,18
15,1015315,11,4280,13
18,733199,26,20944,28
16,284021,1193,2224365,1232
10,279037,188,380136,217
0,321285,865,589129,1102
16,823044,2529,5114085,2836
15,995482,940,459922,1543
10,700553,29,180528,31
13,914443,54,438873,70
13,10130,247,780832,339
9,984812,151,95482,192
5,824672,814,801410,1046
15,916068,5,4200,5
13,955704,147,216885,181
15,833045,27,28393,36
10,688991,712,1093640,827
5,934361,117,698133,119
10,820305,412,445872,458
16,5817,316,895231,407
5,683357,1321,1458198,1494
2,267748,76,63300,78
0,697170,415,752299,450
10,1014892,627,835233,1004
3,923107,34,264127,36
10,659079,132,106355,169
14,300405,375,285198,516
13,2335,352,706527,638
10,915866,533,429503,543
0,698416,40,44444,41
9,925667,791,9907992,813
6,992118,274,801667,464
9,904619,86,202252,94
11,692776,86,93534,94
4,5399,4186,1293405,5017
10,594559,201,238702,233
15,765223,16,172441,19
3,288899,1298,901733,2070
16,953073,12,25120,12
13,886325,37,218227,37
2,288257,43,141779,49
4,308359,37,51424,40
4,878137,36,42720,36
0,939815,12,18067,22
8,1017579,19,25651,28
0,699038,47,402960,48
17,284449,76,44320,160
6,518271,195,204418,216
9,963764,27,153820,42
16,708078,75,111827,92
17,486170,1566,755319,1622
8,292435,5,9330,6
15,758487,76,202648,80
2,7121,4,6352,4
13,424496,435,588368,455
6,828813,457,917832,533
6,877957,391,1115120,415
5,982179,411,154352,633
3,576872,348,766138,425
18,298783,161,202602,164
2,829788,359,161671,569
7,674536,116,482928,134
6,960989,83,67475,143
6,958003,27,280791,27
9,296721,843,657359,1144
2,296125,296,93929,393
5,275436,134,110813,189
3,972908,274,463338,316
4,5441,166,843475,253
15,800516,392,374539,446
7,6401,369,948887,437
8,940572,9,22649,11
13,937829,15,16392,16
2,751454,19,31012,19
18,884452,275,207820,446
0,2505,11800,16790304,12350
5,909845,436,462550,540
6,920157,44,72957,49
13,684264,672,724112,747
11,824896,233,1511599,258
0,917442,14,41134,14
15,939863,2380,1358101,3010
15,671243,11,28091,11
0,279543,4932,3353008,6327
16,320121,204,582036,204
5,770990,239,211327,311
17,838052,1649,1520166,2008
9,931213,89,108064,90
3,575348,41,150885,45
18,869821,49,114238,53
16,2747,545,475546,719
5,818353,18,141816,24
10,959712,9,167678,9
2,645562,305,370196,345
3,1001086,16,44432,16
5,939887,67,214056,83
3,396244,333,456060,610
0,937353,2364,1328876,3559
9,822480,119,1743898,133
4,282713,633,1536619,675
5,972086,311,549149,368
19,2963,2010,936854,3377
13,879715,3,14286,3
12,11388,50,39056,60
4,297347,659,641775,1075
13,284593,592,1370582,605
7,6191,347,283931,289
11,713273,4,12605,5
9,695853,2596,12104021,3476
15,2803,792,1033242,850
8,2957,34,19494,54
14,6105,50,10980,90
16,902423,262,151198,442
16,281587,8,11256,9
4,279517,158,99644,222
17,823022,281,275316,290
9,961681,1190,1350080,1488
2,867,3409,3925138,4266
9,922745,647,1041410,693
2,838032,668,541498,919
6,298133,647,574549,918
15,295241,349,1982685,436
7,936679,187,88882,233
15,923099,4,23496,4
9,628460,69,60700,69
6,619743,344,203433,437
6,292417,91,122006,106
19,10462,128,94288,142
4,1056178,51,117861,51
17,750073,374,692864,404
6,517238,194,490296,208
10,739779,25,50864,34
9,293061,516,1737881,531
15,880917,1336,1081529,1221
0,454756,138,139909,150
5,296261,376,515999,384
8,5841,25,47247,27
18,471502,164,292983,166
4,670494,155,157543,161
9,603657,34,252656,36
17,809036,156,248169,157
10,268856,94,66381,145
3,979508,669,949844,1131
5,28611,1123,1248127,1325
12,295611,605,495599,643
5,960712,24,318237,41
15,593,152,63224,168
9,963484,601,815490,971
17,469430,30,51120,36
6,308485,32,182592,32
13,728995,223,531619,289
5,989744,183,417814,192
5,905852,633,1014969,702
6,326832,106,343350,126
9,637648,82,93874,99
17,853764,1404,1014561,1699
9,574373,34,65126,45
17,744999,61,193686,61
6,768601,200,298839,214
2,949561,527,2336207,596
10,764082,220,334933,349
11,959800,397,389859,460
2,275904,249,201283,328
12,270472,526,744863,532
13,952931,16,45084,18
0,3399,303,230816,519
10,1018701,941,1251199,1521
5,916820,1,840,1
15,968866,35,31920,40
11,923011,12,58353,12
9,290407,442,407372,478
1,869,14,8232,14
9,749660,420,1195411,455
11,289073,135,740616,150
15,711086,210,146882,224
5,801166,382,1144892,418
5,1016331,85,99070,118
4,939493,21,80785,39
16,995675,6,50370,6
5,270886,134,460808,143
1,734192,2026,1416906,2443
19,831150,242,272960,254
19,1013004,668,376218,836
14,293653,4,23496,4
4,519778,99,200400,100
18,11441,268,531286,294
16,706405,286,648753,432
6,546135,841,2807017,1075
13,5565,3855,1794272,5761
0,744181,488,356984,663
16,805357,262,234843,352
2,978512,7,25454,7
5,298653,332,723125,417
9,388214,984,776671,1384
15,923499,5,20965,5
13,960564,33,55176,33
10,884879,247,679603,317
11,820715,315,762925,400
17,300321,358,282408,388
7,850567,236,113030,254
1,643107,15,36134,15
10,268760,9,9240,11
2,292567,7,11924,11
11,616417,177,556632,204
5,757190,386,818485,563
5,489470,5,12513,5
6,287301,10,11924,11
11,2153,2878,3224521,3507
15,707113,21,78680,22
3,291899,609,809561,659
16,288257,10,57709,10
3,710908,63,171411,77
15,683506,16,30775,18
10,591344,92,186361,102
4,282811,15,58678,15
11,943190,34,31980,36
3,953483,93,178800,99
13,281087,137,234167,148
5,966239,133,339907,134
10,933385,308,1491255,336
2,640313,23,27000,27
9,728148,178,254975,196
17,940570,361,1112430,394
16,925521,333,1191184,429
3,649300,265,1389594,486
10,286355,175,1100052,216
15,801164,141,418210,150
9,300231,420,407275,469
5,995538,130,288286,142
13,574608,27,26880,44
10,271306,211,526575,236
13,807032,313,2114070,315
11,329476,1201,1391396,1266
1,568822,211,169272,289
12,600681,36,45402,47
10,390990,1713,3083780,1581
18,320929,120,362278,124
3,336832,178,181960,280
11,755177,138,87272,237
13,290515,4,9240,4
16,2499,2603,1475441,2832
0,590894,95,253186,113
17,263028,25,27100,25
17,971898,77,109552,82
0,2831,1643,1261494,2273
15,729731,7,5292,9
10,909180,23,122653,40
10,889575,142,175174,162
10,853766,2365,1953638,3083
6,957398,23,19136,23
15,286459,15,29745,15
16,978510,131,142377,138
2,268378,102,173360,112
0,884342,1,2513,1
11,926427,31,32412,35
17,918345,194,643187,315
0,440382,112,93318,117
15,939088,40,88616,53
11,428404,238,295875,245
13,876040,28,24740,34
13,689334,4,17909,5
0,959732,239,432333,260
17,890847,920,509469,1066
4,1367,182,471203,188
7,937922,313,92291,389
2,809204,9,57062,11
19,127128,75,270216,94
11,669923,68,94080,103
11,464788,1188,866433,1002
11,894746,6,18102,6
5,276916,246,558709,272
6,702269,27,190409,33
4,829194,11,4530,10
3,295029,55,138296,59
7,959457,348,1722464,349
10,693919,26,552628,26
3,989404,8,41930,10
19,716785,874,735581,956
6,719565,269,1550672,416
5,441450,35,19344,39
16,296389,26,46521,27
0,946639,3058,2741371,4252
1,594745,141,327700,145
1,829878,357,330596,368
0,950675,260,508187,304
5,715116,25,54418,26
3,909607,71,108992,122
13,853391,16,36784,22
15,955512,12,30840,12
1,915866,601,487487,619
3,298495,2710,2034632,4072
15,980953,18,88192,22
17,296299,162,119721,167
6,733744,20,97910,21
11,949401,27,68662,29
2,5851,116,208900,125
11,4505,246,1005403,359
6,903647,173,963250,265
13,574604,29,23100,38
13,580358,125,407573,160
5,904603,249,331814,350
8,497484,7,13876,10
6,6287,143,95562,165
3,291177,221,470259,224
16,910214,377,689492,421
7,269982,17,17182,19
6,881569,690,5767514,729
0,344621,14740,10962835,14982
0,751988,6,52959,8
15,999585,12,43260,12
15,568942,346,806786,369
17,2815,321,281620,437
0,742131,55,145535,60
13,981213,145,218763,195
1,972613,55,67200,80
7,282361,78,113396,80
3,810458,132,676196,139
18,323766,94,42612,95
19,4045,30,29312,32
5,621857,226,273117,217
13,1085,263,248565,283
6,1157,587,1921888,628
5,489298,172,235567,177
4,469430,30,51120,36
15,10366,2749,3365695,2444
1,2313,2196,2383813,2473
11,666395,807,447574,950
16,326590,449,669505,478
2,909927,12,3904,16
10,565409,136,543129,170
17,558506,2990,2350211,4416
7,953517,69,104641,79
1,5785,1693,1246511,1794
5,426164,1972,2038733,2388
0,950003,22,143534,24
16,990330,14,17556,19
18,513842,24,24342,24
5,1015788,42,189118,51
3,434100,3,10800,3
2,425182,86,197099,90
17,332410,89,168361,99
9,348753,457,1348987,583
13,823323,838,798603,941
0,950543,112,215688,129
5,878854,199,307562,225
11,647596,22,191423,24
13,890784,34,141903,34
8,326146,9,17025,15
16,941172,173,155476,190
16,962237,2156,2369811,2297
3,10690,3480,2827590,5317
15,910440,46,155071,47
11,11317,588,833982,861
15,715626,15,125940,17
14,831180,13,50686,24
2,671167,196,475352,219
3,593109,421,1507375,433
3,350153,142,516789,142
6,876066,1,840,1
11,295083,16,82944,16
13,602241,553,1709198,651
2,520941,16,20000,20
2,998039,61,61678,65
2,920799,198,157595,211
10,990316,18,19136,23
13,11364,322,521980,325
1,1441,991,2243753,1050
10,762040,10,51798,11
13,983057,31,73688,59
3,851162,1697,1939415,2114
15,760382,2,3362,2
16,962239,1106,1960340,1470
0,885612,27,135203,33
15,858794,2,4764,2
4,958629,59,37228,66
6,282793,100,128584,104
0,920495,2,5042,2
11,314709,547,618197,620
4,850545,13,32484,13
0,592496,574,1299803,597
6,309117,55,80527,69
6,839378,8,41562,9
18,279067,205,171690,216
13,5239,428,605903,585
3,574616,17,18480,22
5,774425,55,146339,83
10,745778,66,383898,67
2,991961,537,494951,767
6,279283,1219,1599149,1651
10,880475,24,87178,26
0,1003556,16,40873,17
6,648090,596,667213,760
5,385020,12,69384,14
1,991437,298,221257,290
12,818267,21,28980,24
0,849796,2551,2940459,2999
6,939092,76,156679,98
3,6075,105,449298,109
18,4293,481,446784,537
9,1000081,3,5352,3
16,271064,39,155940,69
13,488411,390,497279,408
16,500651,989,949937,1092
3,698851,280,3168195,221
10,861164,144,291886,164
2,646402,201,333927,214
17,336866,802,1188328,1004
6,932887,232,420315,260
19,973538,71,115404,75
9,624257,10,48058,12
17,857199,76,167408,81
13,281417,1225,1347747,1767
5,371659,1892,1602506,2029
2,11443,2269,3587346,2441
2,266920,306,179455,582
11,939531,135,44383,204
3,5865,825,805778,891
10,842404,42,89101,44
2,965230,24,98853,26
0,972761,510,410682,515
15,264500,1,916,1
6,802530,489,788918,530
10,964814,75,133660,80
3,11501,258,487789,352
13,259782,1293,957354,1962
5,314221,1137,1952512,1269
14,762104,21,17342,23
2,425,74,170079,84
13,304273,120,533017,133
9,10374,515,355493,604
4,285805,42,162811,45
7,937733,390,303044,496
17,390980,69,649269,82
11,1013604,38,40320,48
9,304667,107,330575,109
4,740874,225,303246,240
4,336662,126,271495,139
19,4281,1001,2986568,1027
5,291575,324,372484,380
5,736971,197,268021,208
10,858656,40,157302,41
15,368824,112,417322,113
15,295747,197,174558,220
9,4001,2063,1001349,3334
0,889573,167,185841,170
16,299183,1021,651321,1352
14,312081,107,60858,123
0,985285,25,183921,26
7,870215,10,15946,15
5,879336,168,391570,175
13,941530,292,791741,378
9,982687,11,98227,12
0,348753,996,2472621,1110
5,809034,131,259681,137
13,337367,366,1097994,467
12,1063523,89,97740,96
3,713877,1369,1511025,1554
11,966431,103,278548,107
6,917170,2274,3590569,2681
5,283883,670,984678,750
6,962289,162,331381,190
4,602161,1050,2629556,1250
5,1169,187,145056,201
17,760120,87,99562,88
16,304289,242,1222652,294
4,497486,64,120908,82
15,156160,3,7563,3
5,665890,1,488,1
6,656712,3564,5307630,4855
10,310541,244,215835,277
13,4199,386,284169,424
16,524194,53,179604,70
5,864442,961,1463857,985
17,979938,200,244440,291
6,300693,5117,6586699,7170
10,488984,58,681779,68
19,663638,779,1052200,1551
5,810356,161,96860,167
5,953541,64,161672,65
15,821802,209,236862,211
2,742135,566,1297228,573
0,949957,26,128472,27
5,724172,9,61323,11
5,973356,55,50400,60
6,3457,708,306009,1058
17,275034,83,139586,87
10,6431,594,3354460,902
5,1018647,699,705450,840
6,299197,106,505901,166
15,311159,42,156173,59
2,917194,36,23312,47
5,904605,3,3328,4
13,716710,4497,3464070,6918
6,287481,163,155187,217
3,275826,608,689695,1760
13,613332,146,422021,242
2,876154,3,17874,3
10,1014912,128,158659,189
3,5117,662,400035,836
8,995066,6,7008,6
9,906434,86,110880,132
12,903875,90,194530,94
17,858750,1160,1181119,1076
10,906672,211,223113,387
0,890195,40,53440,40
4,934747,515,1026098,556
16,296027,230,152967,253
15,730577,11,31059,11
3,670254,423,429406,441
0,974817,5,20965,5
6,636783,1216,891117,1759
6,310365,69,123014,76
11,810368,143,85260,147
0,280923,122,325111,126
13,359359,79,83740,85
0,745,694,510065,726
2,282975,27,105616,32
0,952511,26,113298,29
4,880447,36,65908,37
6,955829,16,52465,17
13,594559,106,127100,124
12,973620,1107,1536602,1059
15,27091,160,106604,184
17,905437,21,53532,25
5,292201,208,396951,212
16,823570,62,239632,85
5,956602,377,502569,517
3,330450,1853,5314977,2031
16,945411,373,411726,442
6,915870,61,195917,74
11,287033,21,69364,22
11,297477,16,23161,19
0,598783,95,115922,108
14,298033,32,75467,39
9,940169,56,103321,63
4,591350,28,63721,28
0,965559,56,209733,57
14,167572,231,282612,253
9,4501,27,112846,34
2,800881,9,38013,9
15,260548,375,1514155,394
15,849304,106,329980,114
1,916226,2127,616367,3890
4,813540,58,194492,60
2,330192,210,219307,241
10,326262,738,761162,832
3,329180,5706,7134098,7602
6,914799,6,44496,6
6,3755,6827,7738099,7261
8,851758,3,6279,3
16,311159,39,129703,49
11,1008327,85,66742,106
15,859626,37,74041,45
2,941880,100,185796,117
13,957949,1,1000,1
1,742365,773,1330737,813
4,965369,132,277104,138
3,972062,412,694122,480
3,915703,3,27706,3
16,849296,556,522308,618
12,687965,597,525592,677
16,2525,2104,1481070,2723
10,1014890,135,158760,189
10,959664,39,76885,52
6,292583,385,1220900,350
17,881696,66,297209,69
0,636411,495,311502,644
3,524194,54,158340,63
0,749470,60,69839,84
10,993059,106,906663,120
2,536718,1214,1244345,1456
3,1015473,492,486160,579
0,889789,1201,1256347,1943
9,854537,1878,1302925,2087
2,569,237,859291,294
5,882549,97,310334,105
15,898422,3,5016,3
9,751368,423,242994,468
17,331200,1756,1732500,1901
0,926361,34,114002,34
1,4305,464,676387,583
6,817323,105,108058,129
6,998742,40,89876,43
3,914771,170,782118,193
17,829092,272,464510,316
16,997680,637,649074,773
10,292921,209,417396,215
6,1000107,5,15733,5
4,767353,130,279092,134
0,951727,14,52104,14
6,284431,86,137310,90
6,1004490,41,136079,41
11,751380,662,377273,762
10,883682,37,9828,39
2,905437,37,95316,38
5,848918,2000,2776915,2838
12,877404,28,29120,35
13,285939,146,180516,187
11,11425,1054,745804,1059
5,806828,100,553767,105
5,330886,5,7512,6
6,722865,672,727950,882
15,990874,78,45495,107
19,1485,247,603953,301
9,978504,328,575830,345
8,295067,1,2983,1
2,854375,30,100002,30
2,836087,12,28532,12
4,505957,122,1063805,123
5,297525,1514,995464,1493
8,19739,2,4512,2
4,279719,737,748050,828
11,1351,9,29842,9
13,716873,206,320377,227
5,304837,1076,1396091,841
13,711324,451,177118,515
9,957450,68,58190,70
5,3067,3016,4537679,2782
16,534425,615,3959372,628
9,805014,123,155074,158
3,989702,17,33573,17
0,268026,50,119310,51
2,944831,61,326935,68
14,11429,524,755516,568
9,937729,141,277356,161
11,740642,38,286271,41
1,901234,917,804279,1044
15,829742,315,217382,477
15,858898,24,41800,25
17,500244,210,371875,223
0,6323,6128,3722219,9460
1,2287,1955,2828694,2620
15,119778,39,42117,42
9,844867,241,657698,271
9,911575,130,63141,202
5,973568,1281,1565679,1885
13,12214,16,31300,16
9,353,22,60830,22
5,296177,681,1933354,856
17,298483,274,473523,305
4,957138,102,168255,126
9,294043,856,428126,1251
11,895061,32,311303,32
6,1017863,6,59852,6
9,2061,2450,2929915,2602
16,2831,971,805421,1410
9,560484,42,12800,40
17,346567,212,212512,232
17,531427,1410,1955523,1443
4,4653,554,600234,661
10,931071,325,292807,411
7,303225,1247,2219065,1287
13,760136,11,12000,12
10,740892,783,1694569,979
9,127158,39,73696,49
0,428390,37,62512,38
13,825229,35,179130,35
10,304423,909,4097941,1082
6,983268,297,808054,326
19,555661,631,827722,707
16,830018,16,23012,19
9,294483,164,128498,169
17,294139,92,144522,93
2,768439,1080,1079309,1110
7,736867,27,12823,32
8,1185,12,22176,16
13,282675,1545,1614814,1853
7,5481,497,510816,515
13,987173,925,869617,1174
12,748220,866,594396,806
15,876379,566,754185,665
9,915723,4,4200,5
14,440382,135,101000,145
0,774335,18,34440,27
19,940119,1956,711719,2740
13,137,431,447941,501
0,3293,856,828698,1430
